Id,Name,Address,WorkingHours,Phone,Fax,Coordinate,Distance,Facilities,Closed,IsGoogle,DirectionUrl,Icon,Message,Coordinates/0/Latitude,Coordinates/0/Longitude,LocationType
6046,Fujairah Chamber of Commerce & Industry,"Sheikh Hamad Bin Abdullah, Fujairah",,,,"25.1199653,56.3254525",,"Cash Withdrawal & Balance Inquiry, Cash Deposit, Utility & Credit Card Payment, Fund Transfer, Mini Statement & PIN Change",false,false,"https://maps.google.ae/maps?q=25.1199653,56.3254525&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Fujairah Chamber of Commerce & Industry</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.1199653,56.3254525&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.1199653,56.3254525,10
1676,Fujairah City Centre,"G012A, Fujairah City Centre",,,,"25.125626,56.302207",,"Cash Withdrawal & Balance Inquiry, Cash & Cheque Deposit, Utility & Credit Card Payment, Fund Transfer, Mini Statement & PIN Change",false,false,"https://maps.google.ae/maps?q=25.125626,56.302207&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Fujairah City Centre</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.125626,56.302207&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.125626,56.302207,10
6194,Fujairah Court,"Main Entrance, Fujairah Court House, Fujairah",,,,"25.126670,56.269873",,"Cash Withdrawal & Balance Inquiry, Cash & Cheque Deposit, Utility & Credit Card Payment, Fund Transfer, Mini Statement & PIN Change",false,false,"https://maps.google.ae/maps?q=25.126670,56.269873&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Fujairah Court</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.126670,56.269873&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.12667,56.269873,10
6034,Fujairah Free Zone Branch,"NBF Building, 
<br/>Fujairah Khorfakkan Road",,,,"25.170633,56.3505",,"Cash Withdrawal & Balance Inquiry, Cash & Cheque Deposit, Utility & Credit Card Payment, Fund Transfer, Mini Statement & PIN Change",false,false,"https://maps.google.ae/maps?q=25.170633,56.3505&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Fujairah Free Zone Branch</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.170633,56.3505&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.170633,56.3505,10
1675,Fujairah Municipality,Fujairah Municipality,,,,"25.126014,56.333631",,"Cash Withdrawal & Balance Inquiry, Cash Deposit, Utility & Credit Card Payment, Fund Transfer, Mini Statement & PIN Change",false,false,"https://maps.google.ae/maps?q=25.126014,56.333631&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Fujairah Municipality</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.126014,56.333631&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.126014,56.333631,10
1686,Fujairah Municipality (Main Office),"Al Sharqi Street, 
<br/>Fujairah Municipality Building, 
<br/>Main Entrance, 
<br/>Fujairah",,,,"25.12623,56.333718",,"Cash Withdrawal & Balance Inquiry, Cash Deposit, Utility & Credit Card Payment, Fund Transfer, Mini Statement & PIN Change",false,false,"https://maps.google.ae/maps?q=25.12623,56.333718&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Fujairah Municipality (Main Office)</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.12623,56.333718&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.12623,56.333718,10
1673,Fujairah Police Camp,"Fujairah Traffic Police, 
<br/>Head Office",,,,"25.123625,56.305146",,"Cash Withdrawal & Balance Inquiry, Utility & Credit Card Payment, Mini Statement & PIN Change, Fund Transfer",false,false,"https://maps.google.ae/maps?q=25.123625,56.305146&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Fujairah Police Camp</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.123625,56.305146&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.123625,56.305146,10
1687,Fujairah Port,"Fujairah Port, 
<br/>Gate Pass Entry Building, 
<br/>Khorfakkan Road",,,,"25.169315,56.353179",,"Cash Withdrawal & Balance Inquiry, Cash Deposit, Utility & Credit Card Payment, Fund Transfer, Mini Statement & PIN Change",false,false,"https://maps.google.ae/maps?q=25.169315,56.353179&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Fujairah Port</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.169315,56.353179&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.169315,56.353179,10
6196,Gold & Diamond Park,"Gold & Diamond Park, Building 1 Entrance, 4th Interchange, 
<br/>Sheik Zayed Road",,,,"25.126919,55.209651",,"Cash Withdrawal & Balance Inquiry, Cash & Cheque Deposit, Utility & Credit Card Payment, Fund Transfer, Mini Statement & PIN Change",false,false,"https://maps.google.ae/maps?q=25.126919,55.209651&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Gold & Diamond Park</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.126919,55.209651&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.126919,55.209651,10
1670,Jebel Ali Branch,"National Bank of Fujairah Building, 
<br/>Next to Etisalat",,,,"25.012713,55.08973",,"Cash Withdrawal & Balance Inquiry, Cash & Cheque Deposit, Utility & Credit Card Payment, Fund Transfer, Mini Statement & PIN Change",false,false,"https://maps.google.ae/maps?q=25.012713,55.08973&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Jebel Ali Branch</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.012713,55.08973&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.012713,55.08973,10
10869,LLH Hospital Musaffah,"Me 7, Al Mussafah - Abu Dhabi",,,,"25.10717509471566,55.22293741210933",,"Cash Withdrawal & Balance Inquiry, Cash & Cheque Deposit, Utility & Credit Card Payment, Fund Transfer, Mini Statement & PIN Change, Cash Deposit, Cheque Deposit",false,false,"https://maps.google.ae/maps?q=25.10717509471566,55.22293741210933&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>LLH Hospital Musaffah</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.10717509471566,55.22293741210933&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.10717509471566,55.22293741210933,10
1680,Masafi Branch,Masafi Branch,,,,"25.299037,56.159749",,"Cash Withdrawal & Balance Inquiry, Cash & Cheque Deposit, Utility & Credit Card Payment, Fund Transfer, Mini Statement & PIN Change",false,false,"https://maps.google.ae/maps?q=25.299037,56.159749&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Masafi Branch</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.299037,56.159749&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.299037,56.159749,10
1662,Musaffah Branch,"Al Bustan Guardian Building
<br/>Ground Floor
<br/>Musaffah Sector 1, M1
<br/>Abu Dhabi",,,,"24.373256,54.498281",,"Cash Withdrawal & Balance Inquiry, Cash & Cheque Deposit, Utility & Credit Card Payment, Fund Transfer, Mini Statement & PIN Change",false,false,"https://maps.google.ae/maps?q=24.373256,54.498281&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Musaffah Branch</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=24.373256,54.498281&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",24.373256,54.498281,10
10535,Nesto Hypermarket,"Ground Floor, Main Entrance, Nesto Hypermarket, Al Ettihad Street, Mushrif, Ajman",,,,"25.396669,55.45296",,"Cash Withdrawal & Balance Inquiry, Cash & Cheque Deposit, Utility & Credit Card Payment, Fund Transfer, Mini Statement & PIN Change, Cash Deposit, Cheque Deposit",false,false,"https://maps.google.ae/maps?q=25.396669,55.45296&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Nesto Hypermarket</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.396669,55.45296&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.396669,55.45296,10
1681,Qidfa Branch,"NBF Building, Qidfa, Fujairah",,,,"25.287203,56.361199",,"Cash Withdrawal & Balance Inquiry, Cash & Cheque Deposit, Utility & Credit Card Payment, Fund Transfer, Mini Statement & PIN Change",false,false,"https://maps.google.ae/maps?q=25.287203,56.361199&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Qidfa Branch</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.287203,56.361199&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.287203,56.361199,10
1666,Sharjah Branch,"Faya Business Building, Ground Floor (opposite Al Majaz Park and Khalid Lake), Al Majaz 2, Sharjah",,,,"25.329273,55.391649",,"Cash Withdrawal & Balance Inquiry, Cash & Cheque Deposit, Utility & Credit Card Payment, Fund Transfer, Mini Statement & PIN Change",false,false,"https://maps.google.ae/maps?q=25.329273,55.391649&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Sharjah Branch</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.329273,55.391649&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.329273,55.391649,10
1667,Sharjah Gold Souq,"Block – 8, 
<br/>Next to Mayur Jewellery LLC. Central Souk, 
<br/>King Faisal Street,
<br/>Al Majaz Area-1, Sharjah",,,,"25.347265,55.383247",,"Cash Withdrawal & Balance Inquiry, Cash Deposit, Utility & Credit Card Payment, Fund Transfer, Mini Statement & PIN Change",false,false,"https://maps.google.ae/maps?q=25.347265,55.383247&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Sharjah Gold Souq</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.347265,55.383247&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.347265,55.383247,10
1683,Tasheel,"Al Etihad,
<br/>Mohmmad Bin Matar road, 
<br/>Opposite Al Ghandi Auto",,,,"25.132483,56.331282",,"Cash Withdrawal & Balance Inquiry, Cash Deposit, Utility & Credit Card Payment, Fund Transfer, Mini Statement & PIN Change",false,false,"https://maps.google.ae/maps?q=25.132483,56.331282&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Tasheel</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.132483,56.331282&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.132483,56.331282,10
1682,Tawian Branch,"NBF Building, 
<br/>Dibba Road, 
<br/>Tawian,
<br/>Fujairah",,,,"25.511025,56.074337",,"Cash Withdrawal & Balance Inquiry, Utility & Credit Card Payment, Fund Transfer, Cash & Cheque Deposit, Mini Statement & PIN Change",false,false,"https://maps.google.ae/maps?q=25.511025,56.074337&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Tawian Branch</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.511025,56.074337&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.511025,56.074337,10
10218,Umbrella Beach,"Umbrella Beach, Fujairah",,,,"25.149100718687922,56.35542154353311",,"Cash Withdrawal & Balance Inquiry, Cash & Cheque Deposit, Utility & Credit Card Payment, Fund Transfer, Mini Statement & PIN Change, Cash Deposit, Cheque Deposit",false,false,"https://maps.google.ae/maps?q=25.149100718687922,56.35542154353311&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU",/images/marker.png,"<h3>Umbrella Beach</h3><p><a target='_blank' href='https://maps.google.ae/maps?q=25.149100718687922,56.35542154353311&key=AIzaSyAr3buXswp9xD10CZsZsjWh4vV9IdpMeCU'>Get Directions</a></p>",25.149100718687922,56.35542154353311,10
