City,Title,Work Day,Work Hour,Location Href,Latitude,Longitude
Madina,Northern Multi-Brand,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.503216,39.65141274",24.503216,39.65141274
Riyadh,Comm-Lease 2,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM",https://www.google.com/maps?q=,24.503216,39.65141274
Riyadh,New Badeeah,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.57083475,46.66549446",24.57083475,46.66549446
Riyadh,Hala Auto - Kurais R,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.73196216,46.79061544",24.73196216,46.79061544
Riyadh,Hala Auto - Al Takha,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.68124571,46.67772761",24.68124571,46.67772761
Riyadh,Al Emlaq Riyadh Whol,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.8275104,46.8224021",24.8275104,46.8224021
Riyadh,Al Rasheed Wholesale,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.76738973,46.66389531",24.76738973,46.66389531
Riyadh,Amal Aqeema Wholesal,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.76742112,46.66391329",24.76742112,46.66391329
Makkah Al-Mukarramah,Makkah Multi-Brand F,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=21.362609921655,39.794537215345",21.362609921655,39.794537215345
Tabouk,Tabook Multi-Brand F,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=28.422243337382,36.6081091",28.422243337382,36.6081091
Madina,Al-Madinah Multi-Bra,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.50321602073,39.651412742327",24.50321602073,39.651412742327
Buraydah,Buraydah Multi-Brand,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=26.412290451003,43.87784955705",26.412290451003,43.87784955705
Taif,Al-Taif Multi-Brand,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=21.26469046819,40.457974042327",21.26469046819,40.457974042327
Jizan,Jizan Multi-Brand Fi,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=16.884515558164,42.580103626982",16.884515558164,42.580103626982
Khamees Moshait,Abha Multi-Brand Fin,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=18.302683100694,42.691420015345",18.302683100694,42.691420015345
Madina,Taif WSales,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.4173472,39.5154056",24.4173472,39.5154056
Haweyah,Yanbu ALJR Financing,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.08339444,38.0521",24.08339444,38.0521
Madina,Al-Matar ALJR Financ,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.52260278,39.67283056",24.52260278,39.67283056
Riyadh,Lexus Riyadh ALJR Fi,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.780571429978,46.690980857673",24.780571429978,46.690980857673
Jeddah,Lexus Jeddah ALJR Fi,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=21.54296389,39.17735833",21.54296389,39.17735833
Makkah Al-Mukarramah,Makkah Consumer Fin.,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=21.401647222222,39.809402777778",21.401647222222,39.809402777778
Jeddah,AL ameer Soultan,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=21.602222,39.143517",21.602222,39.143517
Jeddah,Alrehab,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=21.5647069,39.2170179",21.5647069,39.2170179
Makkah Al-Mukarramah,Al haj Street,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=21.476194,39.843111",21.476194,39.843111
,Tibah ALJR,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.520929,39.670666",24.520929,39.670666
Madina,Taif WSales,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.4173472,39.5154056",24.4173472,39.5154056
Jeddah,TOYOTA Auto Mall,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=21.648504,39.114403",21.648504,39.114403
Jeddah,Al-Safa ALJ,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=21.5769208,39.1997728",21.5769208,39.1997728
,ALJUL Mohamadia,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM",https://www.google.com/maps?q=,21.5769208,39.1997728
,Jeddah Multi-Brand,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=21.6493172,39.1328694",21.6493172,39.1328694
Jeddah,AL HAMADANIAH,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=21.754923,39.18557",21.754923,39.18557
Abha,Abha,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=18.229476,42.547681",18.229476,42.547681
Jizan,Gizan,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=16.889167,42.562933",16.889167,42.562933
Jeddah,Medina Rd.,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=21.56034,39.17261",21.56034,39.17261
Makkah Al-Mukarramah,Makkah Mukkarama,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=21.367747,39.799439",21.367747,39.799439
Jeddah,Jeddah Consumer Fin.,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=21.556619444444,39.179033333333",21.556619444444,39.179033333333
Anaizah,Alfarooq,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=26.121569,43.983702",26.121569,43.983702
Jizan,Al-Nahada,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=16.889167,42.562933",16.889167,42.562933
Taif,Taif,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=21.263758,40.401917",21.263758,40.401917
Taif,Taif Consumer Fin.,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=21.2637706,40.4018542",21.2637706,40.4018542
AL Bahah,Baha & Taif WSalers,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=20.0881793,41.4418168",20.0881793,41.4418168
Buraydah,Buraidah,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=26.28693,44.000721",26.28693,44.000721
,Domat Aljandal,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=27.4767241,41.7322782",27.4767241,41.7322782
Tabouk,Tabuk - 2,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=28.417764,36.602608",28.417764,36.602608
Madina,MadinahYanbu WSalers,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.4173472,39.5154056",24.4173472,39.5154056
,Madina Monawarra,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.520929,39.670666",24.520929,39.670666
Khafjey,Khafji,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=28.432697,48.473678",28.432697,48.473678
Hafouf,Hajr,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=25.487156,49.550765",25.487156,49.550765
Dammam,Dammam Consumer Fin.,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=26.436022222222,50.102077777778",26.436022222222,50.102077777778
Safwa,Safwa,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=26.639731,49.9639",26.639731,49.9639
Hafouf,AL khalidiah,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=25.350728,49.605943",25.350728,49.605943
Jubail,Al Estismar,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=27.087953,49.56342",27.087953,49.56342
Dammam,Dammam,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=26.440672,50.070528",26.440672,50.070528
Khobar,Al Khober,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=26.3075448,50.176686",26.3075448,50.176686
Jubail,Jubail,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=27.013739,49.639271",27.013739,49.639271
Qatif,Qatif,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=26.542331,50.021253",26.542331,50.021253
Riyadh,Al-Rawabi,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.700189,46.740301",24.700189,46.740301
Riyadh,Qurtuba,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.700189,46.740301",24.700189,46.740301
Hafer Baten,Used Car,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=28.441546,46.005418",28.441546,46.005418
Khobar,Khobar MB Financing,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.503176970423,39.6514342",24.503176970423,39.6514342
Dammam,Eastern Wholesalers,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=26.3995435,50.0140626",26.3995435,50.0140626
Riyadh,Khurais,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.700189,46.740301",24.700189,46.740301
,C Multi Brand,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.7577627,46.5669128",24.7577627,46.5669128
Riyadh,Riyadh Consumer Fin.,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.746541666667,46.657383333333",24.746541666667,46.657383333333
Riyadh,Al nakheel,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.748563,46.817706",24.748563,46.817706
Riyadh,Al Olaya,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.746653,46.65723",24.746653,46.65723
Riyadh,Comm-Lease 2,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.800864,46.646444",24.800864,46.646444
Riyadh,New Badeeah,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.57393,46.662887",24.57393,46.662887
Riyadh,Al Qadisiah Fleet,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.827192,46.806702",24.827192,46.806702
Kharj,Areas Outside Riyadh,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.1959784,47.271139",24.1959784,47.271139
Riyadh,South Riyadh WS FIN,"Working Days
Sunday - Thursday","Working Hours
First Shift: 08:00 AM to 12:30 PM
Second Shift: 12:30 PM to 08:30 PM","https://www.google.com/maps?q=24.5676438,46.6867275",24.5676438,46.6867275
