items/id,items/branchType/tagArea,items/branchType/id,items/branchType/displayName,items/branchType/icon,items/name,items/building,items/areaId/id,items/cityId/id,items/cityId/displayName,items/emirate/tagArea,items/emirate/id,items/emirate/displayName,items/country/id,items/country/displayName,items/latitude,items/longitude,items/tel,items/email,items/openWholeDay,items/facilities/0/tagArea,items/facilities/0/id,items/facilities/0/displayName,items/facilities/0/icon,items/facilities/1/tagArea,items/facilities/1/id,items/facilities/1/displayName,items/facilities/1/icon,items/facilities/2/tagArea,items/facilities/2/id,items/facilities/2/displayName,items/facilities/2/icon,items/facilities/3/tagArea,items/facilities/3/id,items/facilities/3/displayName,items/facilities/3/icon,items/facilities/4/tagArea,items/facilities/4/id,items/facilities/4/displayName,items/facilities/4/icon,items/openTimes/0/closedTime,items/openTimes/0/openedTime,items/openTimes/0/weekDay,items/openTimes/1/closedTime,items/openTimes/1/openedTime,items/openTimes/1/weekDay,items/openTimes/2/closedTime,items/openTimes/2/openedTime,items/openTimes/2/weekDay,items/openTimes/3/closedTime,items/openTimes/3/openedTime,items/openTimes/3/weekDay,items/openTimes/4/closedTime,items/openTimes/4/openedTime,items/openTimes/4/weekDay,items/openTimes/5/weekDay,items/openTimes/6/weekDay,tags/tagArea,tags/id,tags/displayName,items/street,tags/icon,items/openTimes/5/closedTime,items/openTimes/5/openedTime,items/openTimes/6/closedTime,items/openTimes/6/openedTime
861,Types,121285,ATMs,apartment,RAKBANK ATM - Al Ain City Center Supermarket,"Al Ain City Center Supermarket, ATM located next to entrance",121283,82859,Al Ain,Emirates,121289,Al Ain,82762,United Arab Emirates,24.2236047,55.7268053,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facilities,121281,Enquiries,"Near City Season hotel, Sheikh Khalifa Bin Zayed St",check_circle,,,,
317,Types,121285,ATMs,apartment,RAKBANK ATM - Al Ansari Exchange,Al Ansari Exchange,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.2627947,55.2879801,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,Facilities,121277,Elite,Al Ghubaiba Road,check_circle,,,,
620,Types,121285,ATMs,apartment,"RAKBANK ATM - Al Barari Forest, Baynunah",Al Barari Baynunah Camp 1 Abu Dhabi,121283,82771,Abu Dhabi,Emirates,82772,Abu Dhabi,82762,United Arab Emirates,24.0965999,52.9540643,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Types,121282,Branch,Ghweifat Int'l Hwy Western Region Abu Dhabi,apartment,,,,
621,Types,121285,ATMs,apartment,"RAKBANK ATM - Al Barari Forest, Remah",Al Barari Remah Camp 1 Al Ain,121283,82771,Abu Dhabi,Emirates,82772,Abu Dhabi,82762,United Arab Emirates,24.1892778,55.3355399,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Types,121285,ATMs,Abu Dhabi-Al Ain st Al Ain,apartment,,,,
525,Types,121285,ATMs,apartment,RAKBANK ATM - Al Dhait Drive Thru,PWX5+W29,121283,82775,Ras Al Khaimah,Emirates,82776,Ras Al Khaimah,82762,United Arab Emirates,25.7497837,55.9076184,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Types,121335,Corporate office,,apartment,,,,
78,Types,121285,ATMs,apartment,RAKBANK ATM - Al Fardan Exchange,Al Fardan Exchange,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.259426,55.293298,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Types,121285,ATMs,apartment,RAKBANK ATM - Al Ghail Shopping Centre,"Al Ghail Industrial Area,",121283,82775,Ras Al Khaimah,Emirates,82776,Ras Al Khaimah,82762,United Arab Emirates,25.4098523,55.9924939,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CX5R+WXX,,,,,
834,Types,121285,ATMs,apartment,RAKBANK ATM - Al Ghurair Centre,"Al Ghurair Centre,New Mall Extension, Ground Floor Next to the Damas &",121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.26721,55.317131,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Omega Showroom, Rigga Street Entrance",,,,,
698,Types,121285,ATMs,apartment,RAKBANK ATM - Al Ghurair Exchange Al Quoz,Al Ghurair Exchange Al Qouz,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.1562177,55.2489745,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Area 4 DXB,,,,,
752,Types,121285,ATMs,apartment,RAKBANK ATM - Al Ghurair International Exchange Al Jurf 1 AJM,Al Ghurair International Exchange Al Jurf 1 AJM,121283,82862,Ajman,Emirates,82863,Ajman,82762,United Arab Emirates,25.4332473,55.5283692,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jurf Ind area 02,,,,,
748,Types,121285,ATMs,apartment,RAKBANK ATM - Al Ghurair International Exchange DIC,Al Ghurair International Exchange DIC,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,24.8292716,55.0758767,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dubai Industrial City 2,,,,,
751,Types,121285,ATMs,apartment,RAKBANK ATM - Al Ghurair International Exchange Hor Al Anz,Al Ghurair International Exchange Hor Al Anz,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.2734157,55.3333696,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hor Al Anz, Dubai",,,,,
881,Types,121285,ATMs,apartment,RAKBANK ATM - Al Hamra Mall,"Al Jazira, ATM located next to the Spinney's outlet, ground floor",121283,82775,Ras Al Khaimah,Emirates,82776,Ras Al Khaimah,82762,United Arab Emirates,25.6821623,55.7803933,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Types,121285,ATMs,apartment,"RAKBANK ATM - Al Jaber Exchange, Mafraq","Al Jaber Exchange, Worker City 1, AJAC Camplex Marfaq, Abu Dhabi",121283,82771,Abu Dhabi,Emirates,82772,Abu Dhabi,82762,United Arab Emirates,24.2816521,54.6080346,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abu Dhabi-Al Ain st Abu Dhabi,,,,,
329,Types,121285,ATMs,apartment,RAKBANK ATM - Al Khail Mall,"Al Khail Mall, gate 2 entrance, near emirates International exchange",121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.1492451,55.2461134,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,Types,121285,ATMs,apartment,RAKBANK ATM - Al Madinah Drive Thru,Al Madinah Drive Thru,121283,82775,Ras Al Khaimah,Emirates,82776,Ras Al Khaimah,82762,United Arab Emirates,25.790439,55.945596,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Madinah,,,,,
5,Types,121285,ATMs,apartment,RAKBANK ATM - Al Madinah RAK,Al Tasees building materials,121283,82775,Ras Al Khaimah,Emirates,82776,Ras Al Khaimah,82762,United Arab Emirates,25.7905644,55.9458314,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,Types,121285,ATMs,apartment,RAKBANK ATM - Al Naboodah Construction Group ATM1 - Wall Street EH,Al Naboodah Construction Group ATM1 - Wall Street EH,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.1597073,55.4878521,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Ruwayyah DXB,,,,,
554,Types,121285,ATMs,apartment,RAKBANK ATM - Al Naeem City Center,"Al Naeem City Center, RAK",121283,82775,Ras Al Khaimah,Emirates,82776,Ras Al Khaimah,82762,United Arab Emirates,25.748959,55.9240997,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Types,121285,ATMs,apartment,RAKBANK ATM - Al Naeem Mall,next to Tim Hortons At The Ground Floor,121283,82775,Ras Al Khaimah,Emirates,82776,Ras Al Khaimah,82762,United Arab Emirates,25.7921416,55.9671555,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dafan Al Nakheel,,,,,
416,Types,121285,ATMs,apartment,RAKBANK ATM - Al Quoz Mall,"Al Quoz Mall, ATM located inside mall",121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.1223156,55.2232277,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,Al Quoz Industrial,,,,,
865,Types,121285,ATMs,apartment,RAKBANK ATM - Al Rams RAK,Al Rams RAK,121283,82775,Ras Al Khaimah,Emirates,82776,Ras Al Khaimah,82762,United Arab Emirates,25.871335,56.023648,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,Al Rams,,,,,
631,Types,121285,ATMs,apartment,RAKBANK ATM - Al Razouki Exchange Ajman,"Al Razouki Exchange AJM, Karama Plaza Building, Shop No 10 & 11 Ajman",121283,82862,Ajman,Emirates,82863,Ajman,82762,United Arab Emirates,25.4109204,55.4433716,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheikh Rashid Bin Humeed St,,,,,
682,Types,121285,ATMs,apartment,RAKBANK ATM - Al Razouki Exchange Al Jurf 2 Ajman,Al Razouki Exchange Al Jurf 2 Ajman,121283,82862,Ajman,Emirates,82863,Ajman,82762,United Arab Emirates,25.4370634,55.5566997,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jurf Ind area 02,,,,,
632,Types,121285,ATMs,apartment,RAKBANK ATM - Al Razouki Exchange Ind Ajman,"Al Razouki Exchange Ind AJM, Kanz Building 47, Shop No.1 Ajman",121283,82862,Ajman,Emirates,82863,Ajman,82762,United Arab Emirates,25.4109204,55.4433716,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gharnatah St Industrial area Ajman,,,,,
630,Types,121285,ATMs,apartment,RAKBANK ATM - Al Razouki Exchange Muwallah N.P Sharjah,Al Razouki Exchange Muwallah N.P Sharjah,121283,82765,Sharjah,Emirates,82766,Sharjah,82762,United Arab Emirates,25.2940131,55.4404301,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ind area 15 Muwallah SHJ,,,,,
787,Types,121285,ATMs,apartment,RAKBANK ATM - Al Rostamani Exchange Al Sajaa Sharjah,Al Rostamani Exchange Al Sajaa Sharjah,121283,82765,Sharjah,Emirates,82766,Sharjah,82762,United Arab Emirates,25.2999468,55.6207672,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Sajja Industrial Area,,,,,
877,Types,121285,ATMs,apartment,"RAKBANK ATM - Al Rostamani Exchange, Mussafah","Al Rostamani Exchange, Mussafah",121283,82771,Abu Dhabi,Emirates,82772,Abu Dhabi,82762,United Arab Emirates,24.3729878,54.5174209,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Types,121285,ATMs,apartment,RAKBANK ATM - Al Rozouki Ajman,Al Rozoki,121283,82862,Ajman,Emirates,82863,Ajman,82762,United Arab Emirates,25.4336662,55.5291295,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ajman,,,,,
341,Types,121285,ATMs,apartment,RAKBANK ATM - Al Telal Supermarket,Al Telal Supermarket,121283,82765,Sharjah,Emirates,82766,Sharjah,82762,United Arab Emirates,25.3581385,55.3936111,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Musalla,,,,,
440,Types,121285,ATMs,apartment,RAKBANK ATM - Al Wahda Mall,Al Wahda Mall,121283,82771,Abu Dhabi,Emirates,82772,Abu Dhabi,82762,United Arab Emirates,24.470202,54.372696,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,Airport Road,,,,,
826,Types,121285,ATMs,apartment,RAKBANK ATM - American University,Al Burariat,121283,82775,Ras Al Khaimah,Emirates,82776,Ras Al Khaimah,82762,United Arab Emirates,25.7876954,55.9926752,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Types,121285,ATMs,apartment,RAKBANK ATM - Arabian Construction Company ACC3 Rimah ALN,Arabian Construction Company ACC3 Rimah ALN,121283,82771,Abu Dhabi,Emirates,82772,Abu Dhabi,82762,United Arab Emirates,24.1613354,55.4754616,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Types,121285,ATMs,apartment,RAKBANK ATM - Arabian ranches,"Arabian Ranches, ATM located in lobby of Arabian Ranches town center",121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.057106,55.2703,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,Sheikh Mohd Bin Zayed Rd,,,,,
544,Types,121285,ATMs,apartment,RAKBANK ATM - Badr Military Camp ATM,HX89+XVC Badr Military Camp ATM,121283,82775,Ras Al Khaimah,Emirates,82776,Ras Al Khaimah,82762,United Arab Emirates,25.5674358,55.9696281,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manama Road,,,,,
648,Types,121285,ATMs,apartment,RAKBANK ATM - Belhasa Exchange Al Qusais DUBAI,Belhasa Exchange Al Quasis DXB,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.2685882,55.3758412,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Quasis Area 1,,,,,
689,Types,121285,ATMs,apartment,RAKBANK ATM - Belhasa Exchange Muweilah SHJ,Belhasha Exchange Muweilah SHJ,121283,82765,Sharjah,Emirates,82766,Sharjah,82762,United Arab Emirates,25.2933592,55.4408028,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muweilah Sharjah,,,,,
765,Types,121285,ATMs,apartment,RAKBANK ATM - Belhasa Exchange NKL RAK,Belhasha Exchange NKL RAK,121283,82775,Ras Al Khaimah,Emirates,82776,Ras Al Khaimah,82762,United Arab Emirates,25.7954004,55.9747755,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nakheel RAK,,,,,
628,Types,121285,ATMs,apartment,RAKBANK ATM - Belhasa Exchange Rolla Sharjah,"Belhasa Exchange Al Guwair SHJ, Gold Center, Shop No 8, 1st, Floor",121283,82765,Sharjah,Emirates,82766,Sharjah,82762,United Arab Emirates,25.3555147,55.387782,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Arouba St. Sharjah,,,,,
781,Types,121285,ATMs,apartment,"RAKBANK ATM - Berkeley Service LLC, Jebel Ali","Berkeley Service LLC, Jabel Ali",121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.0113183,55.1039763,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jabel Ali Ind. Area 1,,,,,
735,Types,121285,ATMs,apartment,RAKBANK ATM - BESIX Construct LLC Ajman,BESIX Construct LLC Ajman,121283,82862,Ajman,Emirates,82863,Ajman,82762,United Arab Emirates,25.4098892,55.4566774,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ajman Marina Yard Ajman,,,,,
