Location,Branch Name,URL,Latitude,Longitude
"Abu Dhabi, United Arab Emirates",ADNOC Head Quarters,"https://www.google.com/maps/dir//'24.461965,54.324003'/@24.461965,54.324003,10z","24.461965,54.324003",
"Sharjah, United Arab Emirates",ADNOC - Mahaskar,"https://www.google.com/maps/dir//'25.313848,55.450455'/@25.313848,55.450455,10z","25.313848,55.450455",
"Sharjah, United Arab Emirates",ADNOC - Muwaileh,"https://www.google.com/maps/dir//'25.319162,55.507825'/@25.319162,55.507825,10z","25.319162,55.507825",
"Al Dhafra Region, United Arab Emirates",ADNOC - Ruwais Central Market,"https://www.google.com/maps/dir//'24.091423,52.647417'/@24.091423,52.647417,10z","24.091423,52.647417",
"Abu Dhabi, United Arab Emirates",ADNOC Service Station - Al Tharwania,"https://www.google.com/maps/dir//'23.080194,54.014628'/@23.080194,54.014628,10z","23.080194,54.014628",
"Abu Dhabi, United Arab Emirates",ADNOC Service Station - Hameem,"https://www.google.com/maps/dir//'22.94721,54.28856'/@22.94721,54.28856,10z","22.94721,54.28856",
"Al Dhafra Region, United Arab Emirates",ADNOC - Umm Al Sheif,"https://www.google.com/maps/dir//'24.498076,52.533989'/@24.498076,52.533989,10z","24.498076,52.533989",
"Al Dhafra Region, United Arab Emirates",ADNOC - Umm Al Shief production platform,"https://www.google.com/maps/dir//'24.498076,52.533989'/@24.498076,52.533989,10z","24.498076,52.533989",
"Sharjah, United Arab Emirates",ADNOC - Yarmook,"https://www.google.com/maps/dir//'25.354288,55.407668'/@25.354288,55.407668,10z","25.354288,55.407668",
"Al Dhafra Region, United Arab Emirates",ADNOC - Zakum Super West Complex,"https://www.google.com/maps/dir//'24.498076,52.533989'/@24.498076,52.533989,10z","24.498076,52.533989",
"Abu Dhabi, United Arab Emirates",ADWEA,"https://www.google.com/maps/dir//'24.483033,54.377551'/@24.483033,54.377551,10z","24.483033,54.377551",
"Ajman, United Arab Emirates",Ajman Branch - 4 ATMs,"https://www.google.com/maps/dir//'25.40684,55.444068'/@25.40684,55.444068,10z","25.40684,55.444068",
"Sharjah, United Arab Emirates",Al Ahlia Exchange - Al Nahda,"https://www.google.com/maps/dir//'25.302968,55.376407'/@25.302968,55.376407,10z","25.302968,55.376407",
"Dubai, United Arab Emirates",Al Ahlia Exchange - Al Qouz,"https://www.google.com/maps/dir//'25.154195,55.244577'/@25.154195,55.244577,10z","25.154195,55.244577",
"Dubai, United Arab Emirates",Al Ahlia Exchange - Bur Dubai,"https://www.google.com/maps/dir//'25.263188,55.291405'/@25.263188,55.291405,10z","25.263188,55.291405",
"Abu Dhabi, United Arab Emirates",Al Ahlia Exchange - Hamdan,"https://www.google.com/maps/dir//'24.4882263,54.3600686'/@24.4882263,54.3600686,10z","24.4882263,54.3600686",
"Abu Dhabi, United Arab Emirates",Al Ahlia Exchange - Jimmi workers village,"https://www.google.com/maps/dir//'24.346923,54.51176'/@24.346923,54.51176,10z","24.346923,54.51176",
"Dubai, United Arab Emirates",Al Ahlia Exchange - Naif,"https://www.google.com/maps/dir//'25.271595,55.302287'/@25.271595,55.302287,10z","25.271595,55.302287",
"Dubai, United Arab Emirates",Al Ahlia Exchange - Sonapur,"https://www.google.com/maps/dir//'25.260957,55.423954'/@25.260957,55.423954,10z","25.260957,55.423954",
"Al Ain, United Arab Emirates",Al Ain Civic Centre Branch - 2 ATMs,"https://www.google.com/maps/dir//'24.238784,55.731574'/@24.238784,55.731574,10z","24.238784,55.731574",
"Al Ain, United Arab Emirates",Al Ain Mall Branch - 3 ATMs,"https://www.google.com/maps/dir//'24.222873,55.781858'/@24.222873,55.781858,10z","24.222873,55.781858",
"Al Ain, United Arab Emirates",Al Ain New Branch - 3 ATMs,"https://www.google.com/maps/dir//'24.228166,55.766371'/@24.228166,55.766371,10z","24.228166,55.766371",
"Al Ain, United Arab Emirates",Al Ain Zoo,"https://www.google.com/maps/dir//'24.179218,55.738591'/@24.179218,55.738591,10z","24.179218,55.738591",
"Abu Dhabi, United Arab Emirates",Al Ansari Exchange,"https://www.google.com/maps/dir//'24.324369,54.534655'/@24.324369,54.534655,10z","24.324369,54.534655",
"Al Ain, United Arab Emirates",Al Ansari Exchange,"https://www.google.com/maps/dir//'24.220756,55.772747'/@24.220756,55.772747,10z","24.220756,55.772747",
"Sharjah, United Arab Emirates",Al Ansari Exchange,"https://www.google.com/maps/dir//'25.321904,55.388668'/@25.321904,55.388668,10z","25.321904,55.388668",
"Abu Dhabi, United Arab Emirates",Al Bustan Complex,"https://www.google.com/maps/dir//'24.429504,54.428541'/@24.429504,54.428541,10z","24.429504,54.428541",
"Abu Dhabi, United Arab Emirates",Al Dahab Exchange,"https://www.google.com/maps/dir//'24.324896,54.533966'/@24.324896,54.533966,10z","24.324896,54.533966",
"Al Dhafra Region, United Arab Emirates",Al Dhafra Municipality,"https://www.google.com/maps/dir//'23.985116,52.283721'/@23.985116,52.283721,10z","23.985116,52.283721",
"Abu Dhabi, United Arab Emirates",Al Falah Shopping Center,"https://www.google.com/maps/dir//'24.478351,54.371992'/@24.478351,54.371992,10z","24.478351,54.371992",
"Al Ain, United Arab Emirates",Al Foah Dates Factory,"https://www.google.com/maps/dir//'24.211021,55.424169'/@24.211021,55.424169,10z","24.211021,55.424169",
"Abu Dhabi, United Arab Emirates",Al Forsan International Sports Resort,"https://www.google.com/maps/dir//'24.409491,54.548438'/@24.409491,54.548438,10z","24.409491,54.548438",
"Dubai, United Arab Emirates",Al Jaddaf Building,"https://www.google.com/maps/dir//'25.216507,55.323968'/@25.216507,55.323968,10z","25.216507,55.323968",
"Dubai, United Arab Emirates",Al Khail Gate,"https://www.google.com/maps/dir//'25.144207,55.251263'/@25.144207,55.251263,10z","25.144207,55.251263",
"Dubai, United Arab Emirates",Al Khail Mall Grand Hypermarkets,"https://www.google.com/maps/dir//'25.117505,55.207672'/@25.117505,55.207672,10z","25.117505,55.207672",
"Ras Al Khaimah, United Arab Emirates",Al Khaleej Market,"https://www.google.com/maps/dir//'25.836439,55.997961'/@25.836439,55.997961,10z","25.836439,55.997961",
"Abu Dhabi, United Arab Emirates",Al Khubeirah Branch - 3 ATMs,"https://www.google.com/maps/dir//'24.46382,54.335697'/@24.46382,54.335697,10z","24.46382,54.335697",
"Al Ain, United Arab Emirates",Al Maqam Branch (2 ATMs) - Digital branch (no tellers),"https://www.google.com/maps/dir//'24.1976198,55.6599622'/@24.1976198,55.6599622,10z","24.1976198,55.6599622",
"Dubai, United Arab Emirates",Al Nukhba Business Centre,"https://www.google.com/maps/dir//'25.288498,55.363395'/@25.288498,55.363395,10z","25.288498,55.363395",
"Abu Dhabi, United Arab Emirates",Al Rayan Village Construction City,"https://www.google.com/maps/dir//'24.255377,54.631813'/@24.255377,54.631813,10z","24.255377,54.631813",
"Ras Al Khaimah, United Arab Emirates",Al Rifaa Digital Branch - 3 ATMs,"https://www.google.com/maps/dir//'25.721455,55.868281'/@25.721455,55.868281,10z","25.721455,55.868281",
"Sharjah, United Arab Emirates",Al Saada Center,"https://www.google.com/maps/dir//'25.339172,55.416358'/@25.339172,55.416358,10z","25.339172,55.416358",
"Al Dhafra Region, United Arab Emirates",Al Salaam Living City,"https://www.google.com/maps/dir//'24.155369,54.428067'/@24.155369,54.428067,10z","24.155369,54.428067",
"Abu Dhabi, United Arab Emirates",Al Wathba Stables,"https://www.google.com/maps/dir//'24.178709,54.69652'/@24.178709,54.69652,10z","24.178709,54.69652",
"Sharjah, United Arab Emirates",Al Zahia City Center Branch - Digital branch (no teller services),"https://www.google.com/maps/dir//'25.315600561496,55.4549452996178'/@25.315600561496,55.4549452996178,10z","25.315600561496,55.4549452996178",
"Dubai, United Arab Emirates",Arabian Plaza,"https://www.google.com/maps/dir//'25.235226,55.435942'/@25.235226,55.435942,10z","25.235226,55.435942",
"Abu Dhabi, United Arab Emirates",Armed Forces Co-op Society - Mahawi,"https://www.google.com/maps/dir//'24.35611,54.578738'/@24.35611,54.578738,10z","24.35611,54.578738",
"Abu Dhabi, United Arab Emirates",Armed Forces Co-op Society - Umm Al Nar,"https://www.google.com/maps/dir//'24.437621,54.508506'/@24.437621,54.508506,10z","24.437621,54.508506",
"Abu Dhabi, United Arab Emirates",Baniyas Branch - 3 ATMs,"https://www.google.com/maps/dir//'24.286381,54.642434'/@24.286381,54.642434,10z","24.286381,54.642434",
"Abu Dhabi, United Arab Emirates",Bateen Branch - 3 ATMs,"https://www.google.com/maps/dir//'24.459778,54.347965'/@24.459778,54.347965,10z","24.459778,54.347965",
"Abu Dhabi, United Arab Emirates",Batin Military Camp,"https://www.google.com/maps/dir//'24.44818,54.355668'/@24.44818,54.355668,10z","24.44818,54.355668",
"Abu Dhabi, United Arab Emirates",Bawabat Al Sharq Mall,"https://www.google.com/maps/dir//'24.312124,54.619978'/@24.312124,54.619978,10z","24.312124,54.619978",
"Al Ain, United Arab Emirates",Bawadi Mall,"https://www.google.com/maps/dir//'24.160537,55.806813'/@24.160537,55.806813,10z","24.160537,55.806813",
"Abu Dhabi, United Arab Emirates",Between Two Bridges Branch - 2 ATMs,"https://www.google.com/maps/dir//'24.407206,54.50433'/@24.407206,54.50433,10z","24.407206,54.50433",
"Dubai, United Arab Emirates",Bur Dubai Branch - 6 ATMs,"https://www.google.com/maps/dir//'25.25622,55.302403'/@25.25622,55.302403,10z","25.25622,55.302403",
"Abu Dhabi, United Arab Emirates",Business Park - 4 ATMs,"https://www.google.com/maps/dir//'24.428521,54.465243'/@24.428521,54.465243,10z","24.428521,54.465243",
"Abu Dhabi, United Arab Emirates",Capital Health Screening Center - Jazeera Stadium,"https://www.google.com/maps/dir//'24.452093,54.392783'/@24.452093,54.392783,10z","24.452093,54.392783",
"Fujairah, United Arab Emirates",Century Mall,"https://www.google.com/maps/dir//'25.157463,56.350121'/@25.157463,56.350121,10z","25.157463,56.350121",
"Dubai, United Arab Emirates",Choitrams Supermarket,"https://www.google.com/maps/dir//'25.068605,55.130164'/@25.068605,55.130164,10z","25.068605,55.130164",
"Abu Dhabi, United Arab Emirates",Corniche Branch - 2 ATMs,"https://www.google.com/maps/dir//'24.472685,54.341037'/@24.472685,54.341037,10z","24.472685,54.341037",
"Abu Dhabi, United Arab Emirates",Crown Prince Court - 2 ATMs,"https://www.google.com/maps/dir//'24.454865,54.344419'/@24.454865,54.344419,10z","24.454865,54.344419",
"Abu Dhabi, United Arab Emirates",Dalma Mall Branch - 4 ATMs,"https://www.google.com/maps/dir//'24.33302,54.523258'/@24.33302,54.523258,10z","24.33302,54.523258",
"Abu Dhabi, United Arab Emirates",Das Island Branch - 2 ATMs,"https://www.google.com/maps/dir//'25.147907,52.878064'/@25.147907,52.878064,10z","25.147907,52.878064",
"Abu Dhabi, United Arab Emirates",Deerfields Town Square Mall,"https://www.google.com/maps/dir//'24.523679,54.670994'/@24.523679,54.670994,10z","24.523679,54.670994",
"Dubai, United Arab Emirates",Deira City Centre Branch - 3 ATMs,"https://www.google.com/maps/dir//'25.251673,55.332105'/@25.251673,55.332105,10z","25.251673,55.332105",
"Al Dhafra Region, United Arab Emirates",Delma Island Branch,"https://www.google.com/maps/dir//'24.482501,52.305656'/@24.482501,52.305656,10z","24.482501,52.305656",
"Fujairah, United Arab Emirates",Dibba Branch - 3 ATMs,"https://www.google.com/maps/dir//'25.599558,56.269408'/@25.599558,56.269408,10z","25.599558,56.269408",
"Dubai, United Arab Emirates",Dubai Mall - 4 ATMs,"https://www.google.com/maps/dir//'25.197486,55.279062'/@25.197486,55.279062,10z","25.197486,55.279062",
"Dubai, United Arab Emirates",Dubai Municipality - Al Fahidi Souk,"https://www.google.com/maps/dir//'25.260366,55.297608'/@25.260366,55.297608,10z","25.260366,55.297608",
"Dubai, United Arab Emirates","Dubai Parks & Resorts, Riverland India Gate 7","https://www.google.com/maps/dir//'24.91669,55.008193'/@24.91669,55.008193,10z","24.91669,55.008193",
"Dubai, United Arab Emirates",Elite Centre - Avenue Mall Digital Branch,"https://www.google.com/maps/dir//'25.1441489,55.3467343'/@25.1441489,55.3467343,10z","25.1441489,55.3467343",
"Al Ain, United Arab Emirates",Elite Centre - Al Ain Branch,"https://www.google.com/maps/dir//'24.228166,55.766371'/@24.228166,55.766371,10z","24.228166,55.766371",
"Abu Dhabi, United Arab Emirates",Elite Centre - Bateen,"https://www.google.com/maps/dir//'24.459778,54.347965'/@24.459778,54.347965,10z","24.459778,54.347965",
"Abu Dhabi, United Arab Emirates",Elite Centre - Business Park,"https://www.google.com/maps/dir//'24.42869,54.46527'/@24.42869,54.46527,10z","24.42869,54.46527",
"Dubai, United Arab Emirates",Elite Centre - Dubai Hills Mall Digital Branch,"https://www.google.com/maps/dir//'25.101873,55.240342'/@25.101873,55.240342,10z","25.101873,55.240342",
"Abu Dhabi, United Arab Emirates",Elite Centre - Khubeirah,"https://www.google.com/maps/dir//'24.46382,54.335697'/@24.46382,54.335697,10z","24.46382,54.335697",
"Ras Al Khaimah, United Arab Emirates",Elite Centre - Ras Al Khaimah,"https://www.google.com/maps/dir//'25.789589,55.949271'/@25.789589,55.949271,10z","25.789589,55.949271",
"Abu Dhabi, United Arab Emirates",Elite Centre - Salam Street,"https://www.google.com/maps/dir//'24.491543,54.378095'/@24.491543,54.378095,10z","24.491543,54.378095",
"Sharjah, United Arab Emirates",Elite Centre - Sharjah,"https://www.google.com/maps/dir//'25.332405,55.390119'/@25.332405,55.390119,10z","25.332405,55.390119",
"Fujairah, United Arab Emirates",Elite Service Desk - Dibba,"https://www.google.com/maps/dir//'25.599558,56.269408'/@25.599558,56.269408,10z","25.599558,56.269408",
"Dubai, United Arab Emirates",Elite Service Desk - Sheikh Zayed Road,"https://www.google.com/maps/dir//'25.128482,55.210784'/@25.128482,55.210784,10z","25.128482,55.210784",
"Ras Al Khaimah, United Arab Emirates",EMARAT - Al Ma'arid,"https://www.google.com/maps/dir//'25.816748,55.969511'/@25.816748,55.969511,10z","25.816748,55.969511",
"Sharjah, United Arab Emirates",EMARAT - Emirates Service,"https://www.google.com/maps/dir//'25.340271,55.410257'/@25.340271,55.410257,10z","25.340271,55.410257",
"Ras Al Khaimah, United Arab Emirates",EMARAT - Kharran,"https://www.google.com/maps/dir//'25.743138,55.934014'/@25.743138,55.934014,10z","25.743138,55.934014",
"Sharjah, United Arab Emirates",EMARAT - Nasiriya,"https://www.google.com/maps/dir//'25.36949,55.404992'/@25.36949,55.404992,10z","25.36949,55.404992",
"Sharjah, United Arab Emirates",EMARAT - Sharjah Club,"https://www.google.com/maps/dir//'25.33191,55.422206'/@25.33191,55.422206,10z","25.33191,55.422206",
"Dubai, United Arab Emirates",EMARAT - Wejdan,"https://www.google.com/maps/dir//'25.264644,55.392749'/@25.264644,55.392749,10z","25.264644,55.392749",
"Al Dhafra Region, United Arab Emirates",Emirates General Market,"https://www.google.com/maps/dir//'24.086998,52.653536'/@24.086998,52.653536,10z","24.086998,52.653536",
"Al Dhafra Region, United Arab Emirates",Emirates Nuclear Energy Corporation (ENEC),"https://www.google.com/maps/dir//'23.985116,52.283721'/@23.985116,52.283721,10z","23.985116,52.283721",
"Abu Dhabi, United Arab Emirates",Emirates Palace Hotel Branch - 2 ATMs,"https://www.google.com/maps/dir//'24.461792,54.317096'/@24.461792,54.317096,10z","24.461792,54.317096",
"Ajman, United Arab Emirates",ENOC,"https://www.google.com/maps/dir//'25.368725,55.557223'/@25.368725,55.557223,10z","25.368725,55.557223",
"Abu Dhabi, United Arab Emirates",esnaad,"https://www.google.com/maps/dir//'24.325053,54.460604'/@24.325053,54.460604,10z","24.325053,54.460604",
"Abu Dhabi, United Arab Emirates",Etihad Airways Center,"https://www.google.com/maps/dir//'24.449464,54.605291'/@24.449464,54.605291,10z","24.449464,54.605291",
"Abu Dhabi, United Arab Emirates",Etihad Branch - 3 ATMs,"https://www.google.com/maps/dir//'24.462385,54.3869'/@24.462385,54.3869,10z","24.462385,54.3869",
"Abu Dhabi, United Arab Emirates",Etihad Crew Briefing Center,"https://www.google.com/maps/dir//'24.424309,54.64737'/@24.424309,54.64737,10z","24.424309,54.64737",
"Abu Dhabi, United Arab Emirates",Etihad Engineering,"https://www.google.com/maps/dir//'24.4329089064002,54.6355287410713'/@24.4329089064002,54.6355287410713,10z","24.4329089064002,54.6355287410713",
"Abu Dhabi, United Arab Emirates",Etihad Training Academy,"https://www.google.com/maps/dir//'24.445494,54.612329'/@24.445494,54.612329,10z","24.445494,54.612329",
"Ajman, United Arab Emirates",Etisalat,"https://www.google.com/maps/dir//'25.406706,55.508444'/@25.406706,55.508444,10z","25.406706,55.508444",
"Al Ain, United Arab Emirates",Etisalat,"https://www.google.com/maps/dir//'24.20642,55.761521'/@24.20642,55.761521,10z","24.20642,55.761521",
"Al Ain, United Arab Emirates",Etisalat - Al Quoa,"https://www.google.com/maps/dir//'23.399176,55.423367'/@23.399176,55.423367,10z","23.399176,55.423367",
"Abu Dhabi, United Arab Emirates",Etisalat - next to Marks & Spencer,"https://www.google.com/maps/dir//'24.48045,54.360298'/@24.48045,54.360298,10z","24.48045,54.360298",
"Fujairah, United Arab Emirates",Etisalat - Old Building,"https://www.google.com/maps/dir//'25.130808,56.336401'/@25.130808,56.336401,10z","25.130808,56.336401",
"Dubai, United Arab Emirates",Express Al Madeena,"https://www.google.com/maps/dir//'25.138504,55.258063'/@25.138504,55.258063,10z","25.138504,55.258063",
"Abu Dhabi, United Arab Emirates",Express Al Madeena - Al Shaabiya ME10,"https://www.google.com/maps/dir//'24.335501,54.533072'/@24.335501,54.533072,10z","24.335501,54.533072",
"Abu Dhabi, United Arab Emirates",Express Al Madeena - Al Sinaiya M40,"https://www.google.com/maps/dir//'24.353966,54.489865'/@24.353966,54.489865,10z","24.353966,54.489865",
"Dubai, United Arab Emirates",FAB Islamic Dubai branch,"https://www.google.com/maps/dir//'25.25981,55.31871'/@25.25981,55.31871,10z","25.25981,55.31871",
"Al Dhafra Region, United Arab Emirates",FAB Islamic Madinat Zayed Window,"https://www.google.com/maps/dir//'23.652043,53.705045'/@23.652043,53.705045,10z","23.652043,53.705045",
"Abu Dhabi, United Arab Emirates",FAB NHL Abu Dhabi Branch,"https://www.google.com/maps/dir//'24.42869,54.46527'/@24.42869,54.46527,10z","24.42869,54.46527",
"Al Ain, United Arab Emirates",FAB NHL Al Ain Branch,"https://www.google.com/maps/dir//'24.22413,55.75898'/@24.22413,55.75898,10z","24.22413,55.75898",
"Al Ain, United Arab Emirates",FAB NHL Al Maqam Window,"https://www.google.com/maps/dir//'24.1976198,55.6599622'/@24.1976198,55.6599622,10z","24.1976198,55.6599622",
"Al Dhafra Region, United Arab Emirates",FAB NHL Western Region Window,"https://www.google.com/maps/dir//'23.652043,53.705045'/@23.652043,53.705045,10z","23.652043,53.705045",
