data/name,data/address1,data/address2,data/address3,data/country,data/lat,data/lng,data/phoneNumber,data/faxNumber,data/information,data/type,data/externalLocationId,data/locationId
Awafi Mobiles Phone Tr,Awafi Mobiles Phone Tr,,,,25.34672333,55.39896667,,,,Reseller,11437,11437
Aziziul Haq Salih Mobile Phone Tr.,Aziziul Haq Salih Mobile Phone Tr.,,,,25.29737333,55.44133833,,,,Reseller,11438,11438
Bab Al Rahmah Elect Dvices And Mobile Phones Tr,Bab Al Rahmah Elect Dvices  And  Mobile Phones Tr,,,,24.91970833,55.76643,,,,Reseller,11439,11439
Bashaier Al Amal Mobiles Phone Tr.,Bashaier Al Amal Mobiles Phone Tr.,,,,25.29115167,55.44108167,,,,Reseller,11440,11440
Compu Phone,Compu Phone,,,,25.3463635,55.3997113,,,,Reseller,11441,11441
Creative World Mobile Phone,Creative World Mobile Phone,,,,25.293535,55.44330833,,,,Reseller,11443,11443
Danat Al Bahar Mobile Phone Tr.,Danat Al Bahar Mobile Phone Tr.,,,,25.3163,55.40634333,,,,Reseller,11444,11444
Dar Al Falah Mobile Phone,Dar Al Falah Mobile Phone,,,,25.35600333,55.387615,,,,Reseller,11445,11445
Dar Al Noor Tr LLC,Dar Al Noor Tr LLC,,,,25.35525667,55.386525,,,,Reseller,11446,11446
Dunia Al Sham Mobile Phone,Dunia Al Sham Mobile Phone,,,,25.34816333,55.39783,,,,Reseller,11447,11447
Emirates Link Mobile Phone,Emirates Link Mobile Phone,,,,25.34795833,55.39858667,,,,Reseller,11448,11448
Esteem Electronics.LLC,Esteem Electronics.LLC,,,,25.35926833,55.38911833,,,,Reseller,11449,11449
Ever Fine Tr. Est.,Ever Fine Tr. Est.,,,,25.35510833,55.38631667,,,,Reseller,11450,11450
Faris Mobile Phones.LLC.,Faris Mobile Phones.LLC.,,,,25.34660167,55.397875,,,,Reseller,11451,11451
First Choice Mobile Phone,First Choice Mobile Phone,,,,25.31969667,55.414015,,,,Reseller,11452,11452
Fly Phone LLC.,Fly Phone LLC.,,,,25.347115,55.39824333,,,,Reseller,11454,11454
Four Stars Mobile Phone,Four Stars Mobile Phone,,,,25.301845,55.4402595,,,,Reseller,11455,11455
Fusion Computer Tr,Fusion Computer Tr,,,,25.37172667,55.399785,,,,Reseller,11456,11456
Gias Uddin Elect.Devices And Mobile Phone Tr.,Gias Uddin Elect.Devices  And  Mobile Phone Tr.,,,,25.30147167,55.40593333,,,,Reseller,11457,11457
Green Corner Tr. LLC,Green Corner Tr. LLC,,,,25.36088333,55.39021167,,,,Reseller,11458,11458
Hatif Al Mantiqah Mobile Phone Tr.,Hatif Al Mantiqah Mobile Phone Tr.,,,,25.30103833,55.405855,,,,Reseller,11459,11459
Hawaii Mobiles Phones,Hawaii Mobiles Phones,,,,25.336785,55.42662833,,,,Reseller,11460,11460
Hi Tech General Trading L.L.C-Sh. Br,Hi Tech General Trading L.L.C-Sh. Br,,,,25.348445,55.39590167,,,,Reseller,11461,11461
Inter Tel Electronics Ware . Tr,Inter Tel Electronics Ware . Tr,,,,25.34793,55.40080667,,,,Reseller,11462,11462
Jabal Al Jolan Elect. Devices And Mobiles Phone Tr,Jabal Al Jolan Elect. Devices  And  Mobiles Phone Tr,,,,25.319135,55.397415,,,,Reseller,11463,11463
Jabal Al Rumat Mobiles Phone,Jabal Al Rumat Mobiles Phone,,,,25.37183833,55.40655167,,,,Reseller,11465,11465
Jazeerat Al Noor Mobile Phone Tr.,Jazeerat Al Noor Mobile Phone Tr.,,,,25.30343833,55.44524333,,,,Reseller,11466,11466
Jebal Masqad Mobiles Phone,Jebal Masqad Mobiles Phone,,,,25.37034333,55.397095,,,,Reseller,11467,11467
Kavitha Mobiles Phone Centre,Kavitha Mobiles Phone Centre,,,,25.35913833,55.39428167,,,,Reseller,11468,11468
Mahrajan Mobile Phone Tr.,Mahrajan Mobile Phone Tr.,,,,25.34888,55.39912833,,,,Reseller,11469,11469
Malabar Auto.Accessories And Mobiles Phone Tr.,Malabar Auto.Accessories  And  Mobiles Phone Tr.,,,,25.35494667,55.39133833,,,,Reseller,11470,11470
Master Phone LLC,Master Phone LLC,,,,25.34673333,55.39822667,,,,Reseller,11471,11471
Mohammed Kamrui Islam Mobiles Phone Tr,Mohammed Kamrui Islam Mobiles Phone Tr,,,,25.348735,55.39930167,,,,Reseller,11472,11472
Muhammaed Haris Computer Devices And Mobile Phone Tr,Muhammaed Haris Computer Devices  And  Mobile Phone Tr,,,,25.29912333,55.446485,,,,Reseller,11473,11473
Murghimm Mobile Phone Tr.,Murghimm Mobile Phone Tr.,,,,25.31872,55.39785,,,,Reseller,11474,11474
My Phone Care,My Phone Care,,,,25.349625,55.39586833,,,,Reseller,11476,11476
Noor Al Milaha Mobiles Phone And Elect. Devices Est,Noor Al Milaha Mobiles Phone  And  Elect. Devices Est,,,,25.01280833,55.80589,,,,Reseller,11477,11477
Noor Al Sahraa Computer And Mobile Phone Tr.,Noor Al Sahraa Computer  And  Mobile Phone Tr.,,,,24.91532,55.77358,,,,Reseller,11478,11478
Poochakkad And Brothers L.L.C,Poochakkad  And  Brothers L.L.C,,,,25.35918833,55.38919167,,,,Reseller,11479,11479
Qaser Al Yasmeen Mobil Phone Tr.,Qaser Al Yasmeen Mobil Phone Tr.,,,,25.30360333,55.44526167,,,,Reseller,11480,11480
Qasr Dx Elect.Devices Tr.,Qasr Dx Elect.Devices Tr.,,,,25.35820333,55.38988333,,,,Reseller,11481,11481
Qasr Shahrazad Mobiles Phone L.L.C,Qasr Shahrazad Mobiles Phone L.L.C,,,,25.34679,55.39927667,,,,Reseller,11482,11482
Qubat Al Aqsa Tr.LLC,Qubat Al Aqsa Tr.LLC,,,,25.34750833,55.39800667,,,,Reseller,11483,11483
Rafadah Elect. Devices And Mobiles Phone Tr,Rafadah Elect. Devices  And   Mobiles Phone Tr,,,,24.916315,55.77139333,,,,Reseller,11484,11484
Ramsis Moblie Phone Tr. LLC .Sh. Br.,Ramsis Moblie Phone Tr. LLC .Sh. Br.,,,,25.3464727,55.3996885,,,,Reseller,11485,11485
Rizwan Umar Tr.LLC,Rizwan Umar Tr.LLC,,,,25.35931667,55.39413833,,,,Reseller,11488,11488
Rukn Al Mahaba Mobile Phone Trading,Rukn Al Mahaba Mobile Phone Trading,,,,25.32073167,55.38218333,,,,Reseller,11489,11489
Safar Al Madinah Tr.,Safar Al Madinah Tr.,,,,25.30049167,55.44021,,,,Reseller,11490,11490
Sahara Phone LLC,Sahara Phone LLC,,,,25.34778333,55.397905,,,,Reseller,11491,11491
Sama Al Shahba Mobile Phone Tr,Sama Al Shahba Mobile Phone Tr,,,,25.34807167,55.43449167,,,,Reseller,11492,11492
Sama Baghdad Mobiles,Sama Baghdad Mobiles,,,,25.34714,55.39752333,,,,Reseller,11493,11493
Santiago Phone,Santiago Phone,,,,25.34780167,55.39797833,,,,Reseller,11494,11494
Seouz Electronics And Gifts,Seouz Electronics  And  Gifts,,,,25.35916167,55.38939,,,,Reseller,11495,11495
Shabbir Ahmed Mobile Phone Tr,Shabbir Ahmed Mobile Phone Tr,,,,25.30360667,55.44509833,,,,Reseller,11496,11496
Shams Al Madam Mobile Phone And Elect. Devices Tr.,Shams Al Madam Mobile Phone  And  Elect. Devices Tr.,,,,24.914875,55.773975,,,,Reseller,11497,11497
Shams Al Madinah Mobile Phones,Shams Al Madinah Mobile Phones,,,,25.31277,55.40302,,,,Reseller,11499,11499
Shams Al Shifa Elect.Devices And Mobile Phone Tr.,Shams Al Shifa Elect.Devices  And  Mobile Phone Tr.,,,,25.35721167,55.388705,,,,Reseller,11500,11500
Shams Dx Mobiles And Watches Tr. L.L.C,Shams Dx Mobiles  And  Watches Tr. L.L.C,,,,25.358385,55.38880333,,,,Reseller,11501,11501
Shatee Al Raha Mobile Phones Tr,Shatee Al Raha Mobile Phones Tr,,,,25.35418833,55.388465,,,,Reseller,11502,11502
Shatee Jumaira Mobile Phone Tr,Shatee Jumaira Mobile Phone Tr,,,,25.3476,55.39780833,,,,Reseller,11503,11503
Shebh Al Jazeera Elect Devices And Mobile Phone Tr,Shebh Al Jazeera Elect Devices  And  Mobile Phone Tr,,,,24.91794667,55.76956833,,,,Reseller,11504,11504
Shoprix Supermarket And Department Store.LLC,Shoprix Supermarket  And  Department Store.LLC,,,,25.28573333,55.45045333,,,,Reseller,11505,11505
Smart One Electronics L.L.C,Smart One Electronics L.L.C,,,,25.3895665,55.4663496,,,,Reseller,11506,11506
Smart Phone Company LLC,Smart Phone Company LLC,,,,25.35921167,55.394675,,,,Reseller,11507,11507
Soor Al Madinah Supermarket,Soor Al Madinah Supermarket,,,,25.30407,55.41526167,,,,Reseller,11508,11508
Sout Al Hatif Mobiles Phone And Elect Devices Tr,Sout Al Hatif Mobiles Phone  And  Elect Devices Tr,,,,24.91483833,55.77622,,,,Reseller,11510,11510
Sun City Computer Spare Parts Tr.,Sun City Computer Spare Parts Tr.,,,,25.34991833,55.39571167,,,,Reseller,11511,11511
Syed Mohd.Sakib Mobile Phone And Light Ware Tr.,Syed Mohd.Sakib Mobile Phone  And  Light Ware Tr.,,,,25.36177167,55.39583,,,,Reseller,11512,11512
Taier Al Shaheen Mobile Phone And Elect Devices Tr.L.Lc,Taier Al Shaheen Mobile Phone  And  Elect Devices Tr.L.Lc,,,,25.31890667,55.39817667,,,,Reseller,11513,11513
Tanima Tr. Est.,Tanima Tr. Est.,,,,25.35662833,55.38941167,,,,Reseller,11514,11514
Tareeq Al Noor Mobiles Phone Tr.,Tareeq Al Noor Mobiles Phone Tr.,,,,25.34809,55.39890167,,,,Reseller,11515,11515
Technologies Com Computer And Mobile Phones Tr LLC,Technologies Com Computer  And  Mobile Phones Tr LLC,,,,25.31817833,55.383345,,,,Reseller,11516,11516
Tri Planet Mobile Phone Est.,Tri Planet Mobile Phone Est.,,,,25.36152,55.39004,,,,Reseller,11517,11517
Wahat Al Sahra Elect. Devices Tr,Wahat Al Sahra Elect. Devices Tr,,,,24.91525,55.7729,,,,Reseller,11518,11518
Welz Mobiles Phone And Computers Tr,Welz Mobiles Phone  And  Computers Tr,,,,25.362485,55.39009,,,,Reseller,11519,11519
Yousif Al Fayni Computer,Yousif Al Fayni Computer,,,,25.29377833,55.443005,,,,Reseller,11521,11521
Techorbit Retail Hilal Nationl Paint,Techorbit Retail Hilal Nationl Paint,,,,25.2958097,55.4361943,,,,Reseller,11522,11522
Techorbit Retailhilal Gr. Tr. Nat Paint,Techorbit Retailhilal Gr. Tr. Nat Paint,,,,25.29799667,55.43968333,,,,Reseller,11523,11523
E Systems LLC,E Systems LLC,,,,25.3352148,55.392766,,,,Reseller,11524,11524
Najmat Al Yapan Mobile,Najmat Al Yapan Mobile,,,,25.35991667,55.38791,,,,Reseller,11525,11525
I-Mobile,I-Mobile,,,,25.1246778,56.3509313,,,,Reseller,11526,11526
Al Raihan Mobile Phone Sales And Mobile Service,Al Raihan Mobile Phone Sales And Mobile Service,,,,25.1247064,56.3509522,,,,Reseller,11527,11527
Al Tanaf Trading,Al Tanaf Trading,,,,25.127095,56.336155,,,,Reseller,11528,11528
5G Mobile Trading,5G Mobile Trading,,,,25.126755,56.337055,,,,Reseller,11529,11529
Mobile Tech,Mobile Tech,,,,25.59757667,56.27264,,,,Reseller,11530,11530
Shams Al Buhaira,Shams Al Buhaira,,,,25.3232435,55.3792557,,,,Reseller,11532,11532
Neptune Electronics,Neptune Electronics,,,,25.36029667,55.390175,,,,Reseller,11533,11533
Farasha Alhamra Trdg,Farasha Alhamra Trdg,,,,25.3576799,55.394303,,,,Reseller,11534,11534
Ali Al Ameeri Mobile Phones,Ali Al Ameeri Mobile Phones,,,,25.298817,55.4275435,,,,Reseller,11535,11535
Bab Homs Electronic Devices And Mobiles Tr,Bab  Homs Electronic Devices And Mobiles Tr,,,,25.30673167,55.37157167,,,,Reseller,11536,11536
Al Manzel Computer And Mobile Phones Tr,Al Manzel Computer And Mobile Phones Tr,,,,25.344192,55.4010811,,,,Reseller,11537,11537
Al Msar Al Sheh Mobile Phone,Al Msar Al Sheh Mobile Phone,,,,25.35334667,55.40774333,,,,Reseller,11538,11538
Grand Top Supermarket,Grand Top Supermarket,,,,25.28310333,55.44985,,,,Reseller,11539,11539
Nasamat Mobile Phone,Nasamat Mobile Phone,,,,25.35480333,55.39149333,,,,Reseller,11540,11540
Hamasat Ltaqaniah LLC Br.,Hamasat Ltaqaniah LLC Br.,,,,25.35023667,55.39521,,,,Reseller,11541,11541
Fersan Talmasan Computer Devices And Mobile Phone Tr.,Fersan Talmasan Computer Devices And Mobile Phone Tr.,,,,25.301805,55.38163333,,,,Reseller,11543,11543
Malaysia Tr.,Malaysia Tr.,,,,25.301755,55.38015833,,,,Reseller,11544,11544
Noor Al Duja Watches And Mobile Phone Tr,Noor Al Duja Watches And Mobile Phone Tr,,,,25.354395,55.389195,,,,Reseller,11545,11545
Wadi Hatta Elect Devices And Mobile Phone,Wadi Hatta Elect Devices And Mobile Phone,,,,24.918935,55.76743333,,,,Reseller,11546,11546
Hallo Com Mobiles,Hallo Com Mobiles,,,,25.78121,55.93518333,,,,Reseller,11547,11547
Dhiya Al Shams Tr L.L.C,Dhiya Al Shams Tr L.L.C,,,,25.30427167,55.41490333,,,,Reseller,11548,11548
Fartona Mobile Phone Tr,Fartona Mobile Phone Tr,,,,25.36317,55.38883833,,,,Reseller,11549,11549
Zam Zam Mobile Phone Tr,Zam Zam Mobile Phone Tr,,,,25.36474,55.393205,,,,Reseller,11550,11550
Al Manzil Al Sharqi Mobile Phone Tr,Al Manzil Al Sharqi Mobile Phone Tr,,,,25.30940333,55.42998833,,,,Reseller,11551,11551
Najmat Al Aalam Mobile Phone And Computer Devices Tr,Najmat Al Aalam Mobile Phone And Computer Devices Tr,,,,25.35672167,55.39192167,,,,Reseller,11552,11552
City Phone Mobile Phones,City Phone Mobile Phones,,,,25.12636333,56.352565,,,,Reseller,11554,11554
Mohammad Fayyaz Computer Tr,Mohammad Fayyaz Computer Tr,,,,25.35521833,55.38245833,,,,Reseller,11555,11555
Nest Mobile Phoneand Auto Accesspries Tr,Nest Mobile Phoneand Auto Accesspries Tr,,,,25.35524833,55.39148,,,,Reseller,11556,11556
Malta Mobile Phones Tr.,Malta Mobile Phones Tr.,,,,25.35464167,55.38816,,,,Reseller,11557,11557
Arabtel Mobiles,Arabtel Mobiles,,,,25.346466,55.3996932,,,,Reseller,11558,11558
Al Wardi Mobile Phone Trading,Al Wardi Mobile Phone Trading,,,,25.55876333,55.55043667,,,,Reseller,11559,11559
Al Zarqa Mobile Phones Trdg,Al Zarqa Mobile Phones Trdg,,,,25.3497247,55.3968582,,,,Reseller,11560,11560
Mohd Abdul Nasir Elect. Devices Tr,Mohd Abdul Nasir Elect. Devices Tr,,,,25.315605,55.41180667,,,,Reseller,11561,11561
Junaid Alam Supermarket LLC.Shj.Br,Junaid Alam Supermarket LLC.Shj.Br,,,,25.36039667,55.38902,,,,Reseller,11562,11562
Sama Halab Trading L.L.C,Sama Halab Trading L.L.C,,,,25.31713833,55.38312,,,,Reseller,11563,11563
Zahrat Al Madam Mobi,Zahrat Al Madam Mobi,,,,24.91596667,55.77642333,,,,Reseller,11565,11565
Al Zakharif Computer,Al Zakharif Computer,,,,24.93462,55.74541667,,,,Reseller,11566,11566
Nees Mobile Phone,Nees Mobile Phone,,,,25.35849167,55.388585,,,,Reseller,11567,11567
Al Kashkha Mobile Phone Tr,Al Kashkha Mobile Phone Tr,,,,25.35449333,55.38923,,,,Reseller,11568,11568
Sawabi Mobile Phone Tr,Sawabi Mobile Phone Tr,,,,25.35408,55.38950833,,,,Reseller,11569,11569
Al Hanna Mobile Pho,Al Hanna Mobile Pho,,,,24.915385,55.77318667,,,,Reseller,11570,11570
Smart One Electronics L.L.C Br,Smart One Electronics L.L.C Br,,,,25.24304667,55.298905,,,,Reseller,11571,11571
Al Mutafawiq Mobile Phone Tr.,Al Mutafawiq Mobile Phone Tr.,,,,25.31915167,55.41390667,,,,Reseller,11572,11572
Sama Muwaileh Tr,Sama Muwaileh Tr,,,,25.284865,55.45250333,,,,Reseller,11573,11573
Saqr Al Madinah Mobile Phones Tr.,Saqr Al Madinah Mobile Phones Tr.,,,,25.35465167,55.38798167,,,,Reseller,11574,11574
Dar Al Safa Computer Spare Parts Tr,Dar Al Safa Computer Spare Parts Tr,,,,25.30124167,55.44070833,,,,Reseller,11576,11576
Asas Mobile Phone,Asas Mobile Phone,,,,25.3165525,55.3840856,,,,Reseller,11577,11577
Shams Al Madeena Elec. Devices Tr,Shams Al Madeena Elec. Devices Tr,,,,25.358515,55.389335,,,,Reseller,11578,11578
Al Kashif Mobile Phones Tr,Al Kashif Mobile Phones Tr,,,,25.30486833,55.43146167,,,,Reseller,11579,11579
Al Sanah Mobile Phones Tr,Al Sanah Mobile Phones Tr,,,,25.35371833,55.38585333,,,,Reseller,11580,11580
Mohammed Sujan Mobiles And Accessories Tr,Mohammed Sujan Mobiles And Accessories Tr,,,,25.36133333,55.38945833,,,,Reseller,11581,11581
Al Saree Mobile Phones,Al Saree Mobile Phones,,,,25.28217667,55.87857167,,,,Reseller,11582,11582
Al Atheer Mobile Phones,Al Atheer Mobile Phones,,,,25.281675,55.87801167,,,,Reseller,11583,11583
Al Fayafi Mobile Phones,Al Fayafi Mobile Phones,,,,25.28412,55.879315,,,,Reseller,11584,11584
Al Husn Internet Cafe,Al Husn Internet Cafe,,,,25.34344167,55.40659667,,,,Reseller,11585,11585
Areeka Supermarket,Areeka Supermarket,,,,25.34268167,55.406695,,,,Reseller,11587,11587
Al Dhaman Mobile Phone,Al Dhaman Mobile Phone,,,,25.284215,55.87927333,,,,Reseller,11588,11588
Cobra Mobile Phone L.L.C,Cobra Mobile Phone L.L.C,,,,25.319055,55.421335,,,,Reseller,11589,11589
Al Naseem Mobile Phones,Al Naseem Mobile Phones,,,,25.34816667,55.398715,,,,Reseller,11590,11590
Paris Phone,Paris Phone,,,,25.34776833,55.39866667,,,,Reseller,11591,11591
Al Sayha Mobile Phone Tr,Al Sayha Mobile Phone Tr,,,,25.314585,55.400425,,,,Reseller,11592,11592
Bangladesh Mobiles Phone L.L.C,Bangladesh Mobiles Phone L.L.C,,,,25.34869167,55.39907167,,,,Reseller,11593,11593
Madinat Dubai Electronics And Mobile Phone Tr Br1,Madinat Dubai Electronics And Mobile Phone Tr Br1,,,,25.30953167,55.42054,,,,Reseller,11594,11594
Al Masinah Al Arabiah Mobile Phone Tr.,Al Masinah Al Arabiah Mobile Phone Tr.,,,,25.31436833,55.40571167,,,,Reseller,11595,11595
Sama Aghadir Mobile Phones,Sama Aghadir Mobile Phones,,,,25.30948167,55.420385,,,,Reseller,11596,11596
Al Kawthar Electronics Tr.,Al Kawthar Electronics Tr.,,,,25.37094667,55.406615,,,,Reseller,11599,11599
Al Shaheen Al Thahabi Mobile Phone And Computer Tr,Al Shaheen Al Thahabi Mobile Phone And Computer Tr,,,,25.306663,55.4173736,,,,Reseller,11600,11600
Samnan Trading,Samnan Trading,,,,25.40731167,55.43864667,,,,Reseller,11601,11601
"Al,Mashhour Mobiles Phone Tr.","Al,Mashhour Mobiles Phone Tr.",,,,25.28819667,55.88152333,,,,Reseller,11602,11602
Maydan Al Dhaid Mobiles,Maydan Al Dhaid Mobiles,,,,25.2809877,55.8756622,,,,Reseller,11603,11603
Masaa Al Khair Mobile Phone,Masaa Al Khair Mobile Phone,,,,25.2806356,55.875122,,,,Reseller,11604,11604
Al-Waseem Mobiles Phone Tr.,Al-Waseem Mobiles Phone Tr.,,,,25.282155,55.87874333,,,,Reseller,11605,11605
Allaudin Mobiles Phone,Allaudin Mobiles Phone,,,,25.28776333,55.882275,,,,Reseller,11606,11606
Al Hiyam Mobiles Phone,Al Hiyam Mobiles Phone,,,,25.28770667,55.88248667,,,,Reseller,11607,11607
Al Shayma Mobile Phone Tr,Al Shayma Mobile Phone Tr,,,,25.2910705,55.8819472,,,,Reseller,11608,11608
Dhaid Mobil Phone Tr.,Dhaid Mobil Phone Tr.,,,,25.28838167,55.88146833,,,,Reseller,11610,11610
Washington Mobile Phone Tr.L.L.C,Washington Mobile Phone Tr.L.L.C,,,,25.28811667,55.88166333,,,,Reseller,11611,11611
Thoban Elect.Devices And Mobiles Phone Tr,Thoban Elect.Devices And Mobiles Phone Tr,,,,25.2907124,55.882295,,,,Reseller,11612,11612
Best Phone,Best Phone,,,,25.28359,55.87925333,,,,Reseller,11613,11613
Zahrat Al Dhaid Mobil Phone Tr,Zahrat Al Dhaid Mobil Phone Tr,,,,25.2906819,55.882159,,,,Reseller,11614,11614
Bab Aldhaid Mobiles Phone,Bab Aldhaid Mobiles Phone,,,,25.28296833,55.87938333,,,,Reseller,11615,11615
Al Ahlam Mobile Phones,Al Ahlam Mobile Phones,,,,25.2859327,55.8844457,,,,Reseller,11616,11616
Luluat Al Madam Elect Device And Mobile Phone Tr.,Luluat Al Madam Elect Device And Mobile Phone Tr.,,,,24.91442333,55.77333,,,,Reseller,11617,11617
Jabal Hatta Elect Device And Mobile Phone Tr.,Jabal Hatta Elect Device And Mobile Phone Tr.,,,,24.91619,55.77158,,,,Reseller,11618,11618
Tariq Al Tamayoz Tr,Tariq Al Tamayoz Tr,,,,25.36031333,55.389495,,,,Reseller,11619,11619
Al Maha Mobile Phones,Al Maha Mobile Phones,,,,25.30124333,55.37544167,,,,Reseller,11621,11621
Al Semou Mobile Phones And Elect Devices Tr L.L.C,Al Semou Mobile Phones And Elect Devices Tr L.L.C,,,,25.29956,55.37414833,,,,Reseller,11622,11622
Sky Phone Electronics L.L.C,Sky Phone Electronics L.L.C,,,,25.34701333,55.39815167,,,,Reseller,11623,11623
Rukin Al Ahlam Tr,Rukin Al Ahlam Tr,,,,25.35126833,55.38736333,,,,Reseller,11624,11624
Al Numir Al Malaky Mobile Phone Tr,Al Numir Al Malaky Mobile Phone Tr,,,,25.34831833,55.39943333,,,,Reseller,11625,11625
Basama Trading Est,Basama Trading Est,,,,25.12718667,56.35441667,,,,Reseller,11626,11626
Al Massi Jawal LLC,Al Massi Jawal LLC,,,,25.1247373,56.3509093,,,,Reseller,11627,11627
Al Halam Golden Mobile LLC,Al Halam Golden Mobile LLC,,,,25.126535,56.35464,,,,Reseller,11628,11628
Al Fawaz Mobile Phone Tr,Al Fawaz Mobile Phone Tr,,,,25.35469833,55.38907333,,,,Reseller,11629,11629
Al Istiqlal Auto.Accessories And Mobile Phone Tr LLC,Al Istiqlal Auto.Accessories And Mobile Phone Tr LLC,,,,25.35829167,55.39314333,,,,Reseller,11630,11630
Bab Al Seyouh Elect And Watch Tr,Bab Al Seyouh Elect And Watch Tr,,,,25.35845,55.39001667,,,,Reseller,11632,11632
Al Waheed Mobile Phone Tr.LLC Branch 1,Al Waheed Mobile Phone Tr.LLC Branch 1,,,,25.34348167,55.43064333,,,,Reseller,11633,11633
Al Ghafia Mobile Phone,Al Ghafia Mobile Phone,,,,25.31796167,55.39843667,,,,Reseller,11634,11634
Al Asdeqa Mobile Phone,Al Asdeqa Mobile Phone,,,,25.32004167,55.385045,,,,Reseller,11635,11635
Al Raha Al Jadeeda Trading,Al Raha Al Jadeeda Trading,,,,25.318965,55.38729833,,,,Reseller,11636,11636
Al Sakhir Mobile Phone,Al Sakhir Mobile  Phone,,,,25.32047167,55.38576167,,,,Reseller,11637,11637
Anwar Al Al Mansoura Mobile Phone,Anwar Al Al Mansoura Mobile Phone,,,,25.319995,55.38611167,,,,Reseller,11638,11638
Hekayat Mobile Phone,Hekayat Mobile Phone,,,,25.32135667,55.38572333,,,,Reseller,11639,11639
Hekaya Mobile Phone,Hekaya Mobile Phone,,,,25.3191214,55.3845056,,,,Reseller,11640,11640
Al Samar Mobile Phone,Al Samar Mobile Phone,,,,25.32083167,55.38489833,,,,Reseller,11641,11641
Al Faraena Mobile Phone,Al Faraena Mobile Phone,,,,25.32200667,55.38775167,,,,Reseller,11643,11643
Al Sareyah Mobile Phone And Accessories,Al Sareyah Mobile Phone And Accessories,,,,25.347875,55.43443667,,,,Reseller,11644,11644
Al Daiem Mobile Phone Tr,Al Daiem Mobile Phone Tr,,,,25.34773833,55.43449,,,,Reseller,11645,11645
Al Hnan Electronics,Al Hnan Electronics,,,,24.91189667,55.77883333,,,,Reseller,11646,11646
Al Jebal Al Shahiqah Mobile Phone,Al Jebal Al Shahiqah Mobile Phone,,,,25.36056833,55.39826833,,,,Reseller,11647,11647
Al Barzah Mobile Phone,Al Barzah Mobile Phone,,,,25.3392587,55.389386,,,,Reseller,11648,11648
Al Saad Mobile Phone,Al Saad Mobile Phone,,,,25.3529986,55.3923374,,,,Reseller,11649,11649
Al Waad Mobile Phones,Al Waad Mobile Phones,,,,25.302175,55.44106333,,,,Reseller,11650,11650
Najmat Al Qaraien Mobile Phones Trading,Najmat Al Qaraien Mobile Phones Trading,,,,25.28504833,55.45218167,,,,Reseller,11651,11651
Al Youm Mobile Phone And Antique Est,Al Youm Mobile Phone And Antique Est,,,,25.29547667,55.44079833,,,,Reseller,11652,11652
Al Barakah Mobile Phones Trading,Al Barakah Mobile Phones Trading,,,,25.28756833,55.44875333,,,,Reseller,11654,11654
Al Deyar Mobiles Phone Tr.LLC,Al Deyar Mobiles Phone Tr.LLC,,,,25.36243333,55.39274333,,,,Reseller,11655,11655
Al Haramain Mobile Phones Tr.,Al Haramain Mobile Phones Tr.,,,,25.36537167,55.40039833,,,,Reseller,11656,11656
Aleef Mobile Phone And Watch Tr.,Aleef Mobile Phone And Watch Tr.,,,,25.36529167,55.39968,,,,Reseller,11657,11657
Aleid Mobile Phone Tr.,Aleid Mobile Phone Tr.,,,,25.36293333,55.39437833,,,,Reseller,11658,11658
Al Hatif Al Saree Mobile Phone Tr.,Al Hatif Al Saree Mobile Phone Tr.,,,,25.364175,55.39614333,,,,Reseller,11659,11659
Maisoon Mobile Phones Trading,Maisoon Mobile Phones Trading,,,,25.37697,55.47324667,,,,Reseller,11660,11660
Ayoon Al Madina Mobile Phone And Computer Trading,Ayoon Al Madina Mobile Phone And Computer Trading,,,,25.37563167,55.47642,,,,Reseller,11661,11661
Lotus Mobile Phone,Lotus Mobile Phone,,,,25.37680167,55.47572167,,,,Reseller,11662,11662
Al Raya Al Bayda Mobile Phone Tr,Al Raya Al Bayda Mobile Phone Tr,,,,24.91951333,55.766155,,,,Reseller,11663,11663
Al Awqat Mobile Phone .LLC,Al Awqat Mobile Phone .LLC,,,,25.34705833,55.39899833,,,,Reseller,11665,11665
Al Ajwaa Mobile Phone Tr.,Al Ajwaa Mobile Phone Tr.,,,,25.34678667,55.39931833,,,,Reseller,11666,11666
Al Waqt Watches And Mobiles Phone Tr,Al Waqt Watches And Mobiles Phone Tr,,,,25.35996,55.389865,,,,Reseller,11667,11667
Arafa Electronics Trd,Arafa Electronics Trd,,,,25.359669,55.3902104,,,,Reseller,11668,11668
Fahad Al Madina Trad.Est,Fahad Al Madina Trad.Est,,,,25.358075,55.389235,,,,Reseller,11669,11669
Ain Al Saqr Elect Devices,Ain Al Saqr Elect Devices,,,,25.35852333,55.38989333,,,,Reseller,11670,11670
Tuba Mobile Phones Tr,Tuba Mobile Phones Tr,,,,25.36150333,55.38931833,,,,Reseller,11671,11671
Al Nadheer Mobile,Al Nadheer Mobile,,,,25.3607387,55.3908783,,,,Reseller,11672,11672
Najmat Al Shuwaihen Computer L.L.C,Najmat Al Shuwaihen Computer L.L.C,,,,25.36271333,55.38907333,,,,Reseller,11673,11673
Al Temouh Mobile Phone,Al Temouh Mobile Phone,,,,25.36067,55.38930167,,,,Reseller,11674,11674
Lana Mobile Phone LLC,Lana Mobile Phone LLC,,,,25.34657667,55.3979,,,,Reseller,11676,11676
