Branches/Id,Branches/Title,Branches/DisplayName,Branches/Telephone,Branches/Fax,Branches/WorkingHours,Branches/Email,Branches/Categories/0/Id,Branches/Categories/0/Title,Branches/Categories/0/Name,Branches/Categories/0/childItem,Branches/Categories/0/OriginalContentId,Branches/Categories/0/highlightedClass,Branches/Categories/0/Ordinal,Branches/Categories/0/Url,Branches/Categories/1/Id,Branches/Categories/1/Title,Branches/Categories/1/Name,Branches/Categories/1/childItem,Branches/Categories/1/OriginalContentId,Branches/Categories/1/highlightedClass,Branches/Categories/1/Ordinal,Branches/Categories/1/Url,Branches/Categories/2/Id,Branches/Categories/2/Title,Branches/Categories/2/Name,Branches/Categories/2/childItem,Branches/Categories/2/OriginalContentId,Branches/Categories/2/highlightedClass,Branches/Categories/2/Ordinal,Branches/Categories/2/Url,Branches/Categories/3/Id,Branches/Categories/3/Title,Branches/Categories/3/Name,Branches/Categories/3/childItem,Branches/Categories/3/OriginalContentId,Branches/Categories/3/highlightedClass,Branches/Categories/3/Ordinal,Branches/Categories/3/Url,Branches/Categories/4/Id,Branches/Categories/4/Title,Branches/Categories/4/Name,Branches/Categories/4/childItem,Branches/Categories/4/OriginalContentId,Branches/Categories/4/highlightedClass,Branches/Categories/4/Ordinal,Branches/Categories/4/Url,Branches/Categories/5/Id,Branches/Categories/5/Title,Branches/Categories/5/Name,Branches/Categories/5/childItem,Branches/Categories/5/OriginalContentId,Branches/Categories/5/highlightedClass,Branches/Categories/5/Ordinal,Branches/Categories/5/Url,Branches/State/Id,Branches/State/OriginalContentId,Branches/State/Title,Branches/State/Url,Branches/State/Areas/0/Id,Branches/State/Areas/0/OriginalContentId,Branches/State/Areas/0/Title,Branches/CountryCode,Branches/City,Branches/Zip,Branches/Street,Branches/Latitude,Branches/Longitude,Branches/Distance,Categories/0/Id,Categories/0/Title,Categories/0/Name,Categories/0/childItem,Categories/0/OriginalContentId,Categories/0/highlightedClass,Categories/0/Ordinal,Categories/0/Url
c08e09ef-2f38-4c6e-a66d-0b7597f738e0,Azhar Al Madina Hyper Market,Azhar Al Madina Hyper Market,+97146092222,,,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e0b7600-e6d6-4a23-bb77-a2da734c2694,00000000-0000-0000-0000-000000000000,Dubai,,d35d116e-b1eb-4b0a-9e0f-e28b9f26e298,61ef0c1a-f814-4551-a782-8fa1187e4c53,Al Quoz Industrial Area 2,,,,,25.135171,55.253521999999975,0,,,,,,,,
06667d7c-076c-4017-b5c3-0b7712ecff22,Barsha Police Station,Barsha Police Station,+97146092222,,,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e0b7600-e6d6-4a23-bb77-a2da734c2694,00000000-0000-0000-0000-000000000000,Dubai,,7cfd3c98-6993-4181-9834-812f7d03be14,99e6d55e-1a88-41cd-805e-953ddb1a8e47,Al Quoz Industrial Area 3,,,,,25.123611,55.206110999999964,0,,,,,,,,
0daed9b8-faca-432c-b6b2-0bb5fa001e05,Bawabat Al Sharq Mall Branch,Bawabat Al Sharq Mall Branch,+97146092222,,Monday to Thursday & Saturday 10:00 AM - 4:30 PM. Friday 3:30 PM - 9:00 PM ,contactus@dib.ae,3eaed5dc-562f-4aef-b7d1-44f64d53fbf2,CDM/CCDM,,,00000000-0000-0000-0000-000000000000,,0,,7c55c8f5-2679-4622-9230-e07f24d39b95,Branch,,,00000000-0000-0000-0000-000000000000,,0,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,6e839f4c-cc2f-4826-8369-bf8e36ec6a10,00000000-0000-0000-0000-000000000000,Abu Dhabi,,acde89db-b407-4ea0-a6ca-36100b22b1bc,c8a23446-1bdd-4cf0-9270-4bec51ee8c09,Baniyas East,,,,,24.312048,54.619812000000024,0,,,,,,,,
fce30894-e9a6-47f9-8d5b-0bcd447928da,Aswaaq Super Market 4,Aswaaq Super Market,+97146092222,,,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e0b7600-e6d6-4a23-bb77-a2da734c2694,00000000-0000-0000-0000-000000000000,Dubai,,103e3af4-8772-4e8e-87ef-2346651c4196,f3d862c7-c652-411a-b725-a397be1d68d1,Al Mizhar,,,,,25.250048,55.453907999999956,0,,,,,,,,
8961c7c1-2ddd-47ba-a6db-0c66b3ca0321,ADNOC Petroleum station,ADNOC Petroleum station,+97146092222,,"24 Hours a Day, 7 Days a Week",contactus@dib.ae,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf321ea7-232d-4437-bc3b-d92a06f53630,00000000-0000-0000-0000-000000000000,Al Ain,,0504a7f0-076f-4d75-86aa-4116a1d32ece,239db188-bbea-4b7a-9f5a-24908cabd119,Al Bateen,,,,,24.219115,55.637659,0,,,,,,,,
f329c887-f473-4f7b-addf-0dd53fb3f5f5,Families Supermarket,Families Supermarket,+97146092222,,,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e0b7600-e6d6-4a23-bb77-a2da734c2694,00000000-0000-0000-0000-000000000000,Dubai,,ccec6e94-54c1-433a-9c6b-b6e372b04904,70f21bdd-df56-4fb9-bb32-11da53307916,Naif,,,,,25.27432778,55.304488890000016,0,,,,,,,,
47c6bc91-9def-40c2-9fb0-0e34ea975b95,Union Cooperative Society 2,Union Cooperative Society,+97146092222,,,,3eaed5dc-562f-4aef-b7d1-44f64d53fbf2,CDM/CCDM,,,00000000-0000-0000-0000-000000000000,,0,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e0b7600-e6d6-4a23-bb77-a2da734c2694,00000000-0000-0000-0000-000000000000,Dubai,,8f441da4-9050-49ce-be89-4df72815f4c6,e97e853a-1b9d-44d1-827f-55b189c58e63,Jumeira,,,,,25.1875,55.23888899999997,0,,,,,,,,
e458a10c-414e-4cf1-8ad1-0eb4ffbc4bda,Bur Dubai Branch,Bur Dubai Branch,+97146092222,,Monday to Thursday & Saturday 8:00 AM - 2:00 PM. Friday 7:15 AM - 12:15 PM ,contactus@dib.ae,03fa4a48-8b84-49e4-87b5-cb11e6358165,Private Banking Centre,,,00000000-0000-0000-0000-000000000000,,0,,7c55c8f5-2679-4622-9230-e07f24d39b95,Branch,,,00000000-0000-0000-0000-000000000000,,0,,43c92a69-ac52-41a6-b97d-947371b10efc,Johara,,,00000000-0000-0000-0000-000000000000,,0,,3eaed5dc-562f-4aef-b7d1-44f64d53fbf2,CDM/CCDM,,,00000000-0000-0000-0000-000000000000,,0,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,0e0b7600-e6d6-4a23-bb77-a2da734c2694,00000000-0000-0000-0000-000000000000,Dubai,,e377d350-8f09-4a0d-b16a-6f6128f22cb3,bd670153-41e8-4289-8f08-59aacd6eb075,Umm Hurair,,,,,25.249993,55.300913,0,,,,,,,,
683ac64b-b05b-44e3-ad05-0eb68125ac40,Lari Exchange,Lari Exchange,+97146092222,,,contactus@dib.ae,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e839f4c-cc2f-4826-8369-bf8e36ec6a10,00000000-0000-0000-0000-000000000000,Abu Dhabi,,2de2876a-4263-474a-be2e-70f469a8b0d9,fb446a64-71ab-492a-963f-45fdcb38d989,Al Danah,,,,,24.488197,54.35871499999996,0,,,,,,,,
88c41731-318a-4d25-a986-0f7daaaecd04,Emirates Secretarial Center,Emirates Secretarial Center,+97146092222,,,,3eaed5dc-562f-4aef-b7d1-44f64d53fbf2,CDM/CCDM,,,00000000-0000-0000-0000-000000000000,,0,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e0b7600-e6d6-4a23-bb77-a2da734c2694,00000000-0000-0000-0000-000000000000,Dubai,,7dadee01-1960-4363-b12b-2d5a0c814c86,f5457759-669a-4680-b0ce-2b84ed3b9b55,Al Karama,,,,,25.24533611,55.309741669999994,0,,,,,,,,
0a7d6e0f-1bda-4396-947d-101e7b62da4c,EMARAT Petroleum station 3,EMARAT Petroleum station,+97146092222,,,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e0b7600-e6d6-4a23-bb77-a2da734c2694,00000000-0000-0000-0000-000000000000,Dubai,,61c6d22e-af45-44aa-99f5-8ec972ae2357,b88665a6-b18c-4c0a-8906-96277570ec04,Dubai Al Ain Road,,,,,25.01611111,55.45571111000004,0,,,,,,,,
18f54c8a-096f-445e-a77b-126beb4a1391,Shrouq Plaza,Shrouq Plaza,+97146092222,,,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16952a1b-bebe-4cd6-9570-881d7315d478,00000000-0000-0000-0000-000000000000,Ajman,,04dffad5-a19a-4084-af5c-385d7986325d,8ca0ea2a-cbcf-412e-adab-50a636b77206,Al Rawda 2,,,,,25.383126,55.50714500000004,0,,,,,,,,
5a3156a2-7589-440b-8c9d-1362ac31b62e,Dhafra Cooperative Society_2,Dhafra Cooperative Society,+97146092222,,,contactus@dib.ae,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e839f4c-cc2f-4826-8369-bf8e36ec6a10,00000000-0000-0000-0000-000000000000,Abu Dhabi,,55232055-565d-4ec3-bc52-bdf3b3c30be6,d9acb192-e372-4b64-af1b-ebb6ef1567f4,Liwa,,,,,23.14027778,53.79638889,0,,,,,,,,
5e059cba-30f4-42e8-a9ff-13fe34b36c0d,Ajman City Center,Ajman City Center,+97146092222,,,contactus@dib.ae,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16952a1b-bebe-4cd6-9570-881d7315d478,00000000-0000-0000-0000-000000000000,Ajman,,f02db6ac-ac4f-4b6c-bea6-03a985895120,773f9ba9-fde5-44f2-988e-a5c4f6924d41,Al Jerf 2,,,,,25.399444,55.478611,0,,,,,,,,
ddd491eb-0670-4098-8a16-141619f1bf6a,Lulu Hypermarket 7,Lulu Hypermarket,+97146092222,,,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf321ea7-232d-4437-bc3b-d92a06f53630,00000000-0000-0000-0000-000000000000,Al Ain,,a956db3c-9154-4ca5-a4a2-02da751719d5,4445b002-db25-48f5-85a1-c7a5af0f822a,Al Sanaiya ,,,,,24.20308889,55.76160556000002,0,,,,,,,,
a51e22b0-b3be-40f1-b487-1450c81c3430,Lulu Hypermarket 10,Lulu Hypermarket,+97146092222,,,,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e0b7600-e6d6-4a23-bb77-a2da734c2694,00000000-0000-0000-0000-000000000000,Dubai,,7dadee01-1960-4363-b12b-2d5a0c814c86,f5457759-669a-4680-b0ce-2b84ed3b9b55,Al Karama,,,,,25.238611,55.299721999999974,0,,,,,,,,
84fa68c9-260c-4cd1-8521-1497ff9470e8,"Nesto Hypermarket, Muwailah","Nesto Hypermarket, Muwailah",+97146092222,,"24 Hours a Day, 7 Days a Week",contactus@dib.ae,29c36c7e-5f2b-411c-b124-cd6bde7b3d5d,ATM,,,00000000-0000-0000-0000-000000000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a844758a-113e-4700-86f6-9f03d61299ba,00000000-0000-0000-0000-000000000000,Sharjah,,8e8b2dbc-123f-4ddd-89a6-992055150c6a,6f03d3b0-295e-4df6-8195-a15f2518d34c,Muwailih Commercial,,,,,25.299822,55.45455100000004,0,,,,,,,,
